Optimizer,Instance,BKS,BS,Gap,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50,Iter51,Iter52,Iter53,Iter54,Iter55,Iter56,Iter57,Iter58,Iter59,Iter60,Iter61,Iter62,Iter63,Iter64,Iter65,Iter66,Iter67,Iter68,Iter69,Iter70,Iter71,Iter72,Iter73,Iter74,Iter75,Iter76,Iter77,Iter78,Iter79,Iter80,Iter81,Iter82,Iter83,Iter84,Iter85,Iter86,Iter87,Iter88,Iter89,Iter90,Iter91,Iter92,Iter93,Iter94,Iter95,Iter96,Iter97,Iter98,Iter99,Iter100,Iter101,Iter102,Iter103,Iter104,Iter105,Iter106,Iter107,Iter108,Iter109,Iter110,Iter111,Iter112,Iter113,Iter114,Iter115,Iter116,Iter117,Iter118,Iter119,Iter120,Iter121,Iter122,Iter123,Iter124,Iter125,Iter126,Iter127,Iter128,Iter129,Iter130,Iter131,Iter132,Iter133,Iter134,Iter135,Iter136,Iter137,Iter138,Iter139,Iter140,Iter141,Iter142,Iter143,Iter144,Iter145,Iter146,Iter147,Iter148,Iter149,Iter150,Iter151,Iter152,Iter153,Iter154,Iter155,Iter156,Iter157,Iter158,Iter159,Iter160,Iter161,Iter162,Iter163,Iter164,Iter165,Iter166,Iter167,Iter168,Iter169,Iter170,Iter171,Iter172,Iter173,Iter174,Iter175,Iter176,Iter177,Iter178,Iter179,Iter180,Iter181,Iter182,Iter183,Iter184,Iter185,Iter186,Iter187,Iter188,Iter189,Iter190,Iter191,Iter192,Iter193,Iter194,Iter195,Iter196,Iter197,Iter198,Iter199,Iter200,Iter201,Iter202,Iter203,Iter204,Iter205,Iter206,Iter207,Iter208,Iter209,Iter210,Iter211,Iter212,Iter213,Iter214,Iter215,Iter216,Iter217,Iter218,Iter219,Iter220,Iter221,Iter222,Iter223,Iter224,Iter225,Iter226,Iter227,Iter228,Iter229,Iter230,Iter231,Iter232,Iter233,Iter234,Iter235,Iter236,Iter237,Iter238,Iter239,Iter240,Iter241,Iter242,Iter243,Iter244,Iter245,Iter246,Iter247,Iter248,Iter249,Iter250,Iter251,Iter252,Iter253,Iter254,Iter255,Iter256,Iter257,Iter258,Iter259,Iter260,Iter261,Iter262,Iter263,Iter264,Iter265,Iter266,Iter267,Iter268,Iter269,Iter270,Iter271,Iter272,Iter273,Iter274,Iter275,Iter276,Iter277,Iter278,Iter279,Iter280,Iter281,Iter282,Iter283,Iter284,Iter285,Iter286,Iter287,Iter288,Iter289,Iter290,Iter291,Iter292,Iter293,Iter294,Iter295,Iter296,Iter297,Iter298,Iter299,Iter300
HHOCVRP,A-n32-k5,784,806,2.806122448979592,1.0823428630828857,964.0,964.0,955.0,832.0,832.0,832.0,832.0,832.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,806.0
HHOCVRP,A-n32-k5,784,806,2.806122448979592,1.0245985984802246,1697.0,1679.0,1004.0,1004.0,979.0,861.0,861.0,861.0,861.0,861.0,861.0,861.0,861.0,861.0,856.0,856.0,856.0,856.0,856.0,856.0,856.0,856.0,856.0,856.0,856.0,856.0,839.0,839.0,839.0,839.0,839.0,839.0,837.0,837.0,837.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,806.0
HHOCVRP,A-n32-k5,784,808,3.061224489795918,0.9983885288238525,1800.0,1793.0,906.0,906.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,808.0
HHOCVRP,A-n32-k5,784,808,3.061224489795918,1.0170187950134277,1787.0,1696.0,908.0,896.0,896.0,896.0,896.0,896.0,896.0,896.0,896.0,896.0,896.0,896.0,838.0,838.0,838.0,838.0,838.0,838.0,838.0,838.0,838.0,838.0,838.0,838.0,838.0,838.0,838.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,808.0
HHOCVRP,A-n32-k5,784,808,3.061224489795918,1.0061516761779785,1628.0,906.0,906.0,906.0,906.0,906.0,906.0,906.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,808.0
HHOCVRP,A-n32-k5,784,806,2.806122448979592,0.9900414943695068,1794.0,1794.0,1755.0,928.0,928.0,928.0,888.0,888.0,888.0,888.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,820.0,820.0,820.0,820.0,820.0,820.0,820.0,820.0,820.0,820.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,806.0
HHOCVRP,A-n32-k5,784,808,3.061224489795918,0.9842703342437744,1799.0,964.0,964.0,964.0,964.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,808.0
HHOCVRP,A-n32-k5,784,808,3.061224489795918,0.9994733333587646,1741.0,1741.0,1741.0,906.0,906.0,906.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,834.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,808.0
HHOCVRP,A-n32-k5,784,808,3.061224489795918,1.001305341720581,964.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,908.0,834.0,834.0,834.0,834.0,834.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,808.0
HHOCVRP,A-n32-k5,784,808,3.061224489795918,0.9849305152893066,1726.0,1726.0,1020.0,1020.0,1020.0,1020.0,1020.0,934.0,934.0,908.0,908.0,908.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,808.0
